,Company,ESG score,Clean200,ScienceBasedTargets,Country,Symbol NQ
946, Emeco Holdings Ltd ,13,0.0,0.0,na,na
947, Emera Inc ,32,0.0,0.0,na,na
948, Emerson Electric Co ,25,1.0,0.0,na,na
949, Emirates Telecommunications Group Co PJSC ,6,0.0,0.0,na,na
950, Empire Co Ltd ,11,0.0,0.0,na,na
951, Empresa Constructora Moller y Perez-Cotapos SA ,1,0.0,0.0,na,na
952, Empresa Electrica Pehuenche SA ,9,0.0,0.0,na,na
953, Empresa Nacional de Telecomunicaciones SA ,60,0.0,0.0,na,na
954, Empresa Siderurgica del Peru SAA ,3,0.0,0.0,na,na
955, Empresas AquaChile SA ,21,0.0,0.0,na,na
956, Empresas CMPC SA ,65,0.0,0.0,na,na
957, Empresas COPEC SA ,63,0.0,0.0,na,na
958, Empresas Gasco SA ,0,0.0,0.0,na,na
959, Empresas Hites SA ,0,0.0,0.0,na,na
960, Empresas La Polar SA ,1,0.0,0.0,na,na
961, Empresas Lipigas SA ,12,0.0,0.0,na,na
962, Empresas Tricot SA ,0,0.0,0.0,na,na
963, EMS-Chemie Holding AG ,11,0.0,0.0,na,na
964, Enaex SA ,61,0.0,0.0,na,na
965, Enagas SA ,85,0.0,0.0,na,na
966, Enbridge Inc ,42,0.0,0.0,na,na
967, Encana Corp ,22,0.0,0.0,na,na
968, Encompass Health Corp ,12,0.0,0.0,na,na
969, Endesa SA ,83,0.0,0.0,na,na
970, Enel Americas SA ,81,0.0,0.0,na,na
971, Enel Chile SA ,84,0.0,0.0,na,na
972, Enel Distribucion Peru SAA ,6,0.0,0.0,na,na
973, Enel Generacion Chile SA ,27,0.0,0.0,na,na
974, Enel Generacion Peru SAA ,5,0.0,0.0,na,na
975, Enel SpA ,87,0.0,1.0,Italy,na
976, Energizer Holdings Inc ,7,0.0,0.0,na,na
977, Energy Absolute PCL ,47,0.0,0.0,na,na
978, EnerSys ,10,0.0,0.0,na,na
979, Engie Brasil Energia SA ,20,0.0,0.0,na,na
980, Engie Energia Chile SA ,5,0.0,0.0,na,na
981, Engie Energia Peru SA ,36,0.0,0.0,na,na
982, Engie SA ,82,0.0,1.0,France,na
983, Eni SpA ,44,0.0,0.0,na,na
984, Enjoy SA ,39,0.0,0.0,na,na
985, Enka Insaat ve Sanayi AS ,37,0.0,0.0,na,na
986, ENN Energy Holdings Ltd ,16,0.0,0.0,na,na
987, Entergy Corp ,75,0.0,0.0,na,na
988, Envases DEL Pacifico ,1,0.0,0.0,na,na
989, EOG Resources Inc ,25,0.0,0.0,na,na
990, EPAM Systems Inc ,11,0.0,0.0,na,na
991, Epiroc AB ,33,0.0,0.0,na,na
992, EPR Properties ,6,0.0,1.0,South Africa,na
993, EQT Corp ,27,0.0,0.0,na,na
994, Equatorial Energia SA ,2,0.0,0.0,na,na
995, Equifax Inc ,11,0.0,0.0,na,na
996, Equinix Inc ,43,0.0,0.0,na,na
997, Equinor ASA ,47,0.0,0.0,na,na
998, Equitrans Midstream Corp ,7,0.0,0.0,na,na
999, Equity LifeStyle Properties Inc ,8,0.0,0.0,na,na
1000, Equity Residential ,27,0.0,0.0,na,na
1001, Eregli Demir ve Celik Fabrikalari TAS ,34,0.0,0.0,na,na
1002, Erste Group Bank AG ,52,0.0,0.0,na,na
1003, Essex Property Trust Inc ,10,0.0,0.0,na,na
1004, EssilorLuxottica SA ,55,0.0,0.0,na,na
1005, Essity AB ,80,0.0,1.0,Sweden,na
1006, Estee Lauder Cos Inc ,29,0.0,0.0,na,na
1007, Estia Health Ltd ,15,0.0,0.0,na,na
1008, Etsy Inc ,46,0.0,0.0,na,na
1009, Eurazeo SE ,27,0.0,0.0,na,na
1010, Eurobank Ergasias SA ,33,0.0,0.0,na,na
1011, Eurofins Scientific SE ,19,0.0,0.0,na,na
1012, Euronet Worldwide Inc ,8,0.0,0.0,na,na
1013, Euronext NV ,34,0.0,0.0,na,na
1014, Eutelsat Communications SA ,30,0.0,0.0,na,na
1015, Eva Airways Corp ,22,0.0,0.0,na,na
1016, Everest Re Group Ltd ,14,0.0,0.0,na,na
1017, Evergrande Health Industry Group Ltd ,10,0.0,0.0,na,na
1018, Evergy Inc ,22,0.0,0.0,na,na
1019, Eversource Energy ,30,0.0,0.0,na,na
1020, Evolution Mining Ltd ,45,0.0,0.0,na,na
1021, Evonik Industries AG ,67,0.0,0.0,na,na
1022, Evotec SE ,8,0.0,0.0,na,na
1023, Evraz PLC ,53,0.0,0.0,na,na
1024, Exact Sciences Corp ,8,0.0,0.0,na,EXAS
1025, Exelon Corp ,78,0.0,0.0,na,EXC
1026, EXOR NV ,23,0.0,0.0,na,na
1027, Expedia Group Inc ,15,0.0,0.0,na,na
1028, Expeditors International of Washington Inc ,25,0.0,0.0,na,na
1029, Experian PLC ,68,0.0,0.0,na,na
1030, Extra Space Storage Inc ,7,0.0,0.0,na,na
1031, Exxaro Resources Ltd ,49,0.0,0.0,na,na
1032, Exxon Mobil Corp ,37,0.0,0.0,na,na
1033, Ezaki Glico Co Ltd ,3,0.0,0.0,na,na
1034, F5 Networks Inc ,11,0.0,0.0,na,na
1035, Fabege AB ,27,0.0,1.0,Sweden,na
1036, Facebook Inc ,15,0.0,0.0,na,na
1037, Fairfax Financial Holdings Ltd ,11,0.0,0.0,na,na
1038, FamilyMart Co Ltd ,35,0.0,0.0,na,na
1039, FANUC Corp ,11,1.0,0.0,na,na
1040, Far East Horizon Ltd ,16,0.0,0.0,na,na
1041, Far Eastern New Century Corp ,28,0.0,0.0,na,na
1042, Far EasTone Telecommunications Co Ltd ,88,0.0,1.0,"Taiwan, Province of China",na
1043, Fast Retailing Co Ltd ,57,0.0,1.0,Japan,na
1044, Fastenal Co ,14,0.0,0.0,na,FAST
1045, Fastighets AB Balder ,10,0.0,0.0,na,na
1046, Faurecia SE ,30,0.0,0.0,na,na
1047, Federal Realty Investment Trust ,10,0.0,0.0,na,na
1048, FedEx Corp ,34,0.0,0.0,na,na
1049, Feng TAY Enterprise Co Ltd ,17,0.0,0.0,na,na
1050, Ferguson PLC ,39,0.0,0.0,na,na
1051, Ferrari NV ,54,0.0,0.0,na,na
1052, Ferreycorp SAA ,43,0.0,0.0,na,na
1053, Ferrovial SA ,81,0.0,1.0,Spain,na
1054, FIBRA HD Servicios SC ,0,0.0,0.0,na,na
1055, Fibra MTY SAPI de CV ,1,0.0,0.0,na,na
1056, Fibra Shop Portafolios Inmobiliarios SAPI de CV ,1,0.0,0.0,na,na
1057, Fibra Uno Administracion SA de CV ,61,0.0,0.0,na,na
1058, FibroGen Inc ,12,0.0,0.0,na,na
1059, Fidelity National Financial Inc ,14,0.0,0.0,na,SNFCA
1060, Fidelity National Information Services Inc ,15,0.0,0.0,na,na
1061, Fifth Third Bancorp ,30,0.0,0.0,na,FITBP
1062, Fila Korea Ltd ,2,0.0,0.0,na,na
1063, FinecoBank Banca Fineco SpA ,29,0.0,0.0,na,na
1064, Finning International Inc ,24,0.0,0.0,na,na
1065, FireEye Inc ,10,0.0,0.0,na,na
1066, Firmenich SA ,65,0.0,1.0,Switzerland,na
1067, First Abu Dhabi Bank PJSC ,46,0.0,0.0,na,na
1068, First Citizens BancShares Inc/NC ,10,0.0,0.0,na,FCNCP
1069, First Financial Bankshares Inc ,11,0.0,0.0,na,FFNW
1070, First Financial Holding Co Ltd ,84,0.0,0.0,na,na
1071, First Industrial Realty Trust Inc ,5,0.0,0.0,na,na
1072, First Quantum Minerals Ltd ,17,0.0,0.0,na,na
1073, First Republic Bank/CA ,23,0.0,0.0,na,FRBK
1074, First Solar Inc ,49,0.0,0.0,na,na
1075, FirstCash Inc ,10,0.0,0.0,na,na
1076, FirstEnergy Corp ,33,0.0,0.0,na,na
1077, Firstgroup PLC ,60,1.0,0.0,na,na
1078, FirstRand Ltd ,33,0.0,0.0,na,na
1079, Fiserv Inc ,28,0.0,0.0,na,na
1080, Fisher & Paykel Healthcare Corp Ltd ,45,0.0,1.0,New Zealand,na
1081, Five Below Inc ,6,0.0,0.0,na,na
1082, FleetCor Technologies Inc ,12,0.0,0.0,na,na
1083, Fletcher Building Ltd ,48,0.0,1.0,New Zealand,na
1084, Flex Ltd ,58,0.0,0.0,na,FLEX
1085, Flight Centre Travel Group Ltd ,16,0.0,0.0,na,na
1086, FLIR Systems Inc ,11,0.0,0.0,na,na
1087, Flowers Foods Inc ,13,0.0,0.0,na,na
1088, Flowserve Corp ,23,0.0,0.0,na,na
1089, Flughafen Zurich AG ,14,0.0,0.0,na,na
1090, Fluor Corp ,42,0.0,0.0,na,na
1091, Flutter Entertainment PLC ,18,0.0,0.0,na,na
1092, FMC Corp ,30,0.0,0.0,na,na
1093, FNB Corp/PA ,14,0.0,0.0,na,na
1094, Fomento Economico Mexicano SAB de CV ,58,0.0,0.0,na,na
1095, Foot Locker Inc ,15,0.0,0.0,na,na
1096, Ford Motor Co ,30,0.0,0.0,na,na
1097, Ford Otomotiv Sanayi AS ,48,0.0,0.0,na,na
1098, Forestal Constructora y Comercial del Pacifico Sur SA ,0,0.0,0.0,na,na
1099, Formosa Chemicals & Fibre Corp ,24,0.0,0.0,na,na
1100, Formosa Petrochemical Corp ,18,0.0,0.0,na,na
1101, Formosa Plastics Corp ,25,0.0,0.0,na,na
1102, Formosa Taffeta Co Ltd ,24,0.0,0.0,na,na
1103, Fortescue Metals Group Ltd ,68,0.0,0.0,na,na
1104, Fortinet Inc ,12,0.0,0.0,na,na
1105, Fortis Inc/Canada ,24,0.0,0.0,na,na
1106, Fortive Corp ,15,1.0,0.0,na,na
1107, Fortress REIT Ltd ,17,0.0,0.0,na,na
1108, Fortum OYJ ,38,0.0,0.0,na,na
1109, Fortune Brands Home & Security Inc ,19,0.0,0.0,na,na
1110, Forus SA ,7,0.0,0.0,na,na
1111, Foschini Group Ltd ,22,0.0,0.0,na,na
1112, Fosun International Ltd ,14,0.0,0.0,na,na
1113, Foxconn Technology Co Ltd ,7,0.0,0.0,na,na
1114, Franco-Nevada Corp ,37,0.0,0.0,na,na
1115, Franklin Resources Inc ,22,0.0,0.0,na,na
1116, Fraport AG Frankfurt Airport Services Worldwide ,32,0.0,0.0,na,na
1117, Freeport-McMoRan Inc ,43,0.0,0.0,na,na
1118, Fresenius Medical Care AG & Co KGaA ,36,0.0,0.0,na,na
1119, Fresenius SE & Co KGaA ,39,0.0,0.0,na,na
1120, Fubon Financial Holding Co Ltd ,81,0.0,0.0,na,na
1121, FUCHS PETROLUB SE ,15,0.0,0.0,na,na
1122, Fuji Electric Co Ltd ,61,0.0,0.0,na,na
1123, FUJIFILM Holdings Corp ,76,0.0,0.0,na,na
1124, Fujitsu Ltd ,71,0.0,1.0,Japan,na
1125, Fukuoka Financial Group Inc ,8,0.0,0.0,na,na
1126, Fullshare Holdings Ltd ,13,0.0,0.0,na,na
1127, Fulton Financial Corp ,13,0.0,0.0,na,FULT
1128, Future Retail Ltd ,12,0.0,0.0,na,na
1129, Fuyao Glass Industry Group Co Ltd ,7,0.0,0.0,na,na
1130, G4S PLC ,29,0.0,0.0,na,na
1131, G8 Education Ltd ,16,0.0,0.0,na,na
1132, GAIL India Ltd ,55,0.0,0.0,na,na
1133, Galaxy Entertainment Group Ltd ,18,0.0,0.0,na,na
1134, Galaxy Resources Ltd ,14,0.0,0.0,na,na
1135, Galenica AG ,29,0.0,0.0,na,na
1136, Galp Energia SGPS SA ,82,0.0,0.0,na,na
1137, Gaming and Leisure Properties Inc ,6,0.0,0.0,na,GLPI
1138, Gamuda Bhd ,21,0.0,0.0,na,na
1139, Gap Inc ,60,0.0,1.0,United States of America (USA),na
1140, Garmin Ltd ,13,0.0,0.0,na,GRMN
1141, Gartner Inc ,13,0.0,0.0,na,na
1142, Gazprom PJSC ,36,0.0,0.0,na,na
1143, GDS Holdings Ltd ,5,0.0,0.0,na,na
1144, GEA Group AG ,32,1.0,0.0,na,na
1145, Geberit AG ,37,0.0,1.0,Switzerland,na
1146, Gecina SA ,74,0.0,1.0,France,na
1147, Geely Automobile Holdings Ltd ,24,0.0,0.0,na,na
1148, General Dynamics Corp ,19,0.0,0.0,na,na
1149, General Electric Co ,29,0.0,0.0,na,na
1150, General Mills Inc ,72,0.0,1.0,United States of America (USA),na
1151, General Motors Co ,76,0.0,0.0,na,na
1152, Genmab A/S ,15,0.0,0.0,na,GMAB
1153, Genomma Lab Internacional SAB de CV ,29,0.0,0.0,na,na
1154, Gentera SAB de CV ,30,0.0,0.0,na,na
1155, Gentex Corp ,16,0.0,0.0,na,GNTX
1156, Genting Bhd ,20,0.0,0.0,na,na
1157, Genting Malaysia Bhd ,23,0.0,0.0,na,na
1158, Genting Singapore Ltd ,22,0.0,0.0,na,na
1159, Genuine Parts Co ,15,0.0,0.0,na,na
1160, Georg Fischer AG ,26,0.0,0.0,na,na
1161, George Weston Ltd ,24,0.0,0.0,na,na
1162, Gerdau SA ,10,0.0,0.0,na,na
1163, Gestamp Automocion SA ,65,0.0,0.0,na,na
1164, Getlink SE ,40,0.0,0.0,na,na
1165, GF Securities Co Ltd ,12,0.0,0.0,na,na
1166, Giant Manufacturing Co Ltd ,2,0.0,0.0,na,na
1167, Gildan Activewear Inc ,77,0.0,0.0,na,na
1168, Gilead Sciences Inc ,44,0.0,0.0,na,na
1169, Givaudan SA ,40,0.0,1.0,Switzerland,na
1170, Gjensidige Forsikring ASA ,24,0.0,0.0,na,na
1171, Glanbia PLC ,13,0.0,0.0,na,na
1172, GlaxoSmithKline Consumer Healthcare Ltd ,16,0.0,0.0,na,na
1173, GlaxoSmithKline PLC ,90,0.0,1.0,United Kingdom (UK),na
1174, Glencore PLC ,42,0.0,0.0,na,na
1175, Glenmark Pharmaceuticals Ltd ,60,0.0,0.0,na,na
1176, Global Payments Inc ,11,0.0,0.0,na,na
1177, Globalwafers Co Ltd ,12,0.0,0.0,na,na
1178, Globe Life Inc ,18,0.0,0.0,na,na
1179, Globe Telecom Inc ,34,0.0,0.0,na,na
1180, Globus Medical Inc ,9,0.0,0.0,na,na
1181, Glow Energy PCL ,23,0.0,0.0,na,na
1182, GLP J-Reit ,3,0.0,0.0,na,na
1183, GMexico Transportes SAB de CV ,15,0.0,0.0,na,na
1184, GN Store Nord A/S ,15,0.0,0.0,na,na
1185, GoDaddy Inc ,10,0.0,0.0,na,na
1186, Godrej Consumer Products Ltd ,72,0.0,0.0,na,na
1187, Golar LNG Ltd ,8,0.0,0.0,na,GMLPP
1188, Gold Fields Ltd ,79,0.0,0.0,na,na
1189, Golden Agri-Resources Ltd ,41,0.0,0.0,na,na
1190, Goldman Sachs Group Inc ,39,0.0,0.0,na,na
1191, Goodman Group ,12,0.0,0.0,na,na
1192, Goodyear Tire & Rubber Co ,39,0.0,0.0,na,GT
1193, GPT Group ,82,0.0,0.0,na,na
1194, Graco Inc ,11,0.0,0.0,na,na
1195, Graham Holdings Co ,11,0.0,0.0,na,na
1196, GrainCorp Ltd ,19,0.0,0.0,na,na
1197, Grana y Montero SAA ,42,0.0,0.0,na,na
1198, Grand Canyon Education Inc ,10,0.0,0.0,na,LOPE
1199, Grand City Properties SA ,35,0.0,0.0,na,na
1200, Grand Korea Leisure Co Ltd ,1,0.0,0.0,na,na
1201, Graphic Packaging Holding Co ,20,1.0,0.0,na,na
1202, Grasim Industries Ltd ,54,0.0,0.0,na,na
1203, Great Wall Motor Co Ltd ,14,0.0,0.0,na,na
1204, Great-West Lifeco Inc ,25,0.0,0.0,na,na
1205, Green Cross Corp/South Korea ,8,0.0,0.0,na,na
1206, Green Cross Holdings Corp ,5,0.0,0.0,na,na
1207, Green Dot Corp ,12,0.0,0.0,na,na
1208, Grifols SA ,27,0.0,0.0,na,na
1209, Groupe Bruxelles Lambert SA ,15,0.0,0.0,na,na
1210, Growthpoint Properties Australia Ltd ,30,0.0,1.0,South Africa,na
1211, Growthpoint Properties Ltd ,52,0.0,1.0,South Africa,na
1212, GrubHub Inc ,7,0.0,0.0,na,na
1213, Gruma SAB de CV ,9,0.0,0.0,na,na
1214, Grupa Lotos SA ,21,0.0,0.0,na,na
1215, Grupo Aeroportuario del Centro Norte SAB de CV ,41,0.0,0.0,na,na
1216, Grupo Aeroportuario del Pacifico SAB de CV ,13,0.0,0.0,na,na
1217, Grupo Aeroportuario del Sureste SAB de CV ,35,0.0,0.0,na,na
1218, Grupo Argos SA/Colombia ,88,0.0,0.0,na,na
1219, Grupo Aval Acciones y Valores SA ,7,0.0,0.0,na,na
1220, Grupo Bimbo SAB de CV ,40,0.0,0.0,na,na
1221, Grupo Carso SAB de CV ,8,0.0,0.0,na,na
1222, Grupo Cementos de Chihuahua SAB de CV ,16,0.0,0.0,na,na
1223, Grupo Comercial Chedraui SA de CV ,1,0.0,0.0,na,na
1224, Grupo de Inversiones Suramericana SA ,73,0.0,0.0,na,na
1225, Grupo Elektra SAB DE CV ,33,0.0,0.0,na,na
1226, Grupo Energia Bogota SA ESP ,67,0.0,0.0,na,na
1227, Grupo Financiero Banorte SAB de CV ,61,0.0,1.0,Mexico,na
1228, Grupo Financiero Inbursa SAB de CV ,1,0.0,0.0,na,na
1229, Grupo GICSA SAB de CV ,22,0.0,0.0,na,na
1230, Grupo Herdez SAB de CV ,44,0.0,0.0,na,na
1231, Grupo Lala SAB de CV ,27,0.0,0.0,na,na
1232, Grupo Mexico SAB de CV ,52,0.0,0.0,na,na
1233, Grupo Nutresa SA ,84,0.0,0.0,na,na
1234, Grupo Rotoplas SAB de CV ,58,0.0,0.0,na,na
1235, Grupo Security SA ,33,0.0,0.0,na,na
1236, Grupo Simec SAB de CV ,5,0.0,0.0,na,na
1237, Grupo Televisa SAB ,46,0.0,0.0,na,na
1238, GS Engineering & Construction Corp ,70,0.0,0.0,na,na
1239, GS Holdings Corp ,3,0.0,0.0,na,na
1240, GS Retail Co Ltd ,2,0.0,0.0,na,na
1241, GT Capital Holdings Inc ,22,0.0,0.0,na,na
1242, Guangdong Investment Ltd ,10,0.0,0.0,na,na
1243, Guangzhou Automobile Group Co Ltd ,1,0.0,0.0,na,na
1244, Guangzhou R&F Properties Co Ltd ,14,0.0,0.0,na,na
1245, GUD Holdings Ltd ,11,0.0,0.0,na,na
1246, Gudang Garam Tbk PT ,9,0.0,0.0,na,na
1247, Guidewire Software Inc ,9,0.0,0.0,na,na
1248, Gulf Energy Development PCL ,49,0.0,0.0,na,na
1249, Guotai Junan Securities Co Ltd ,9,0.0,0.0,na,na
1250, GVC Holdings PLC ,59,0.0,0.0,na,na
1251, GW Pharmaceuticals PLC ,12,0.0,0.0,na,GWPH
1252, GWA Group Ltd ,15,0.0,0.0,na,na
1253, H Lundbeck A/S ,25,0.0,0.0,na,na
1254, H&R Block Inc ,18,0.0,0.0,na,na
1255, Haci Omer Sabanci Holding AS ,21,0.0,0.0,na,na
1256, Haemonetics Corp ,11,0.0,0.0,na,na
1257, Haier Electronics Group Co Ltd ,16,0.0,0.0,na,na
1258, Haitian International Holdings Ltd ,15,0.0,0.0,na,na
1259, Haitong Securities Co Ltd ,11,0.0,0.0,na,na
1260, Hakuhodo DY Holdings Inc ,18,0.0,0.0,na,na
1261, Halliburton Co ,53,0.0,0.0,na,na
1262, Halma PLC ,27,0.0,0.0,na,na
1263, Hamamatsu Photonics KK ,29,0.0,0.0,na,na
1264, Hammerson PLC ,71,0.0,0.0,na,na
1265, Hana Financial Group Inc ,62,0.0,0.0,na,na
1266, Hana Tour Service Inc ,2,0.0,0.0,na,na
1267, Hanall Biopharma Co Ltd ,1,0.0,0.0,na,na
1268, Hancock Whitney Corp ,16,0.0,0.0,na,HWCPL
1269, Hanesbrands Inc ,23,0.0,0.0,na,na
1270, Hang Lung Properties Ltd ,56,0.0,0.0,na,na
1271, Hang Seng Bank Ltd ,67,0.0,0.0,na,na
1272, Hanjaya Mandala Sampoerna Tbk PT ,13,0.0,0.0,na,na
1273, Hankook Tire & Technology Co Ltd ,78,0.0,0.0,na,na
1274, Hankyu Hanshin Holdings Inc ,9,0.0,0.0,na,na
1275, Hanmi Pharm Co Ltd ,5,0.0,0.0,na,na
1276, Hanmi Science Co ltd ,4,0.0,0.0,na,na
1277, Hannover Rueck SE ,43,0.0,0.0,na,na
1278, Hanon Systems ,26,0.0,0.0,na,na
1279, Hanover Insurance Group Inc ,11,0.0,0.0,na,na
1280, Hansol Chemical Co Ltd ,0,0.0,0.0,na,na
1281, Hanssem Co Ltd ,2,0.0,0.0,na,na
1282, Hanwha Aerospace Co Ltd ,5,0.0,0.0,na,na
1283, Hanwha Chemical Corp ,4,0.0,0.0,na,na
1284, Hanwha Corp ,7,0.0,0.0,na,na
1285, Hanwha Life Insurance Co Ltd ,6,0.0,0.0,na,na
1286, HAP Seng Consolidated Bhd ,17,0.0,0.0,na,na
1287, Hapvida Participacoes e Investimentos SA ,0,0.0,0.0,na,na
1288, Hargreaves Lansdown PLC ,32,0.0,0.0,na,na
1289, Harim Holdings Co Ltd ,2,0.0,0.0,na,na
1290, Harley-Davidson Inc ,19,0.0,0.0,na,na
1291, Hartalega Holdings Bhd ,18,0.0,0.0,na,na
1292, Hartford Financial Services Group Inc ,64,0.0,0.0,na,na
1293, Harvey Norman Holdings Ltd ,12,0.0,0.0,na,na
1294, Hasbro Inc ,45,0.0,0.0,na,na
1295, Haseko Corp ,4,0.0,0.0,na,na
1296, Havells India Ltd ,67,0.0,1.0,India,na
1297, Hays PLC ,18,0.0,0.0,na,na
1298, HCA Healthcare Inc ,16,0.0,0.0,na,na
1299, HCL Technologies Ltd ,21,0.0,1.0,India,na
1300, HDC Hyundai Development Co-Engineering & Construction ,2,0.0,0.0,na,na
1301, HDFC Bank Ltd ,43,0.0,0.0,na,na
1302, HDFC Life Insurance Co Ltd ,14,0.0,0.0,na,na
1303, Healius Ltd ,12,0.0,0.0,na,na
1304, Healthcare Realty Trust Inc ,10,0.0,0.0,na,na
1305, Healthcare Services Group Inc ,8,0.0,0.0,na,HCSG
1306, Healthpeak Properties Inc ,68,0.0,0.0,na,na
1307, Healthscope Ltd ,34,0.0,0.0,na,na
1308, HEICO Corp ,5,0.0,0.0,na,na
1309, HeidelbergCement AG ,68,0.0,1.0,Germany,na
1310, Heineken Holding NV ,75,0.0,0.0,na,na
1311, Heineken NV ,75,0.0,1.0,Netherlands,na
1312, Helixmith Co Ltd ,6,0.0,0.0,na,na
1313, Helmerich & Payne Inc ,14,0.0,0.0,na,na
1314, Helvetia Holding AG ,17,0.0,0.0,na,na
1315, Henderson Land Development Co Ltd ,20,0.0,0.0,na,na
1316, Hengan International Group Co Ltd ,16,0.0,0.0,na,na
1317, Henkel AG & Co KGaA ,73,0.0,1.0,Germany,na
1318, Hennes & Mauritz AB ,69,0.0,1.0,Sweden,na
1319, Henry Schein Inc ,21,0.0,0.0,na,na
1320, Hera SpA ,68,0.0,1.0,Italy,na
1321, Herman Miller Inc ,57,0.0,0.0,na,na
1322, Hermes International ,25,0.0,0.0,na,na
1323, Hero MotoCorp Ltd ,46,0.0,0.0,na,na
1324, Hershey Co ,75,0.0,0.0,na,na
1325, Hess Corp ,67,0.0,0.0,na,na
1326, Hewlett Packard Enterprise Co ,90,1.0,1.0,United States of America (USA),na
1327, Hexagon AB ,15,0.0,0.0,na,na
1328, Hexcel Corp ,18,0.0,0.0,na,na
1329, Highwealth Construction Corp ,0,0.0,0.0,na,na
1330, Highwoods Properties Inc ,18,0.0,0.0,na,na
1331, Hikari Tsushin Inc ,2,0.0,0.0,na,na
1332, Hill-Rom Holdings Inc ,11,0.0,0.0,na,na
1333, Hilton Worldwide Holdings Inc ,79,0.0,0.0,na,na
1334, Hindalco Industries Ltd ,60,0.0,0.0,na,na
1335, Hindustan Petroleum Corp Ltd ,32,0.0,0.0,na,na
1336, Hindustan Unilever Ltd ,17,0.0,0.0,na,na
1337, Hindustan Zinc Ltd ,77,0.0,1.0,India,na
1338, Hino Motors Ltd ,22,0.0,0.0,na,na
1339, Hirose Electric Co Ltd ,21,0.0,0.0,na,na
1340, Hisamitsu Pharmaceutical Co Inc ,11,0.0,0.0,na,na
1341, Hiscox Ltd ,31,0.0,0.0,na,na
1342, Hitachi Construction Machinery Co Ltd ,62,0.0,1.0,Japan,na
1343, Hitachi Ltd ,37,1.0,1.0,Japan,na
1344, Hitachi Metals Ltd ,13,0.0,0.0,na,na
1345, Hite Jinro Co Ltd ,2,0.0,0.0,na,na
1346, Hiwin Technologies Corp ,8,0.0,0.0,na,na
1347, HK Electric Investments & HK Electric Investments Ltd ,32,0.0,0.0,na,na
1348, HKT Trust & HKT Ltd ,21,0.0,0.0,na,na
1349, HLB Inc ,0,0.0,0.0,na,na
1350, HOCHTIEF AG ,76,0.0,0.0,na,na
1351, HollyFrontier Corp ,22,0.0,0.0,na,na
1352, Hologic Inc ,36,0.0,0.0,na,na
1353, Home Depot Inc ,31,0.0,0.0,na,na
1354, Home Product Center PCL ,67,0.0,0.0,na,na
1355, HomeServe PLC ,14,0.0,0.0,na,na
1356, Hon Hai Precision Industry Co Ltd ,28,0.0,0.0,na,na
1357, Honda Motor Co Ltd ,80,0.0,0.0,na,na
1358, Honeywell International Inc ,21,0.0,0.0,na,na
1359, Hong Kong & China Gas Co Ltd ,33,0.0,0.0,na,na
1360, Hong Kong Exchanges & Clearing Ltd ,59,0.0,0.0,na,na
1361, Hong Leong Bank Bhd ,30,0.0,0.0,na,na
1362, Hong Leong Financial Group Bhd ,17,0.0,0.0,na,na
1363, Hongkong Land Holdings Ltd ,14,0.0,0.0,na,na
1364, Horizon Therapeutics Plc ,13,0.0,0.0,na,na
1365, Hormel Foods Corp ,34,0.0,0.0,na,na
1366, Hortifrut SA ,7,0.0,0.0,na,na
1367, Host Hotels & Resorts Inc ,69,0.0,1.0,United States of America (USA),PLYA
1368, Hotai Motor Co Ltd ,7,0.0,0.0,na,na
1369, Hotel Shilla Co Ltd ,1,0.0,0.0,na,na
1370, Hoteles City Express SAB de CV ,9,0.0,0.0,na,na
1371, House Foods Group Inc ,5,0.0,0.0,na,na
1372, Housing Development Finance Corp Ltd ,17,0.0,0.0,na,na
1373, Howden Joinery Group PLC ,19,0.0,0.0,na,na
1374, Hoya Corp ,19,0.0,0.0,na,na
1375, HP Inc ,86,1.0,1.0,United States of America (USA),na
1376, HSBC Holdings PLC ,39,0.0,0.0,na,na
1377, Hua Nan Financial Holdings Co Ltd ,48,0.0,0.0,na,na
1378, Huaneng Power International Inc ,10,0.0,0.0,na,na
1379, Huaneng Renewables Corp Ltd ,13,1.0,0.0,na,na
1380, Huatai Securities Co Ltd ,19,0.0,0.0,na,na
1381, Huazhu Group Ltd ,8,0.0,0.0,na,na
1382, Hubbell Inc ,11,0.0,0.0,na,na
1383, HubSpot Inc ,11,0.0,0.0,na,na
1384, Hudson Pacific Properties Inc ,14,0.0,0.0,na,na
1385, Hugel Inc ,1,0.0,0.0,na,na
1386, HUGO BOSS AG ,77,0.0,1.0,Germany,na
1387, Huhtamaki OYJ ,51,0.0,0.0,na,na
1388, Hulic Co Ltd ,32,0.0,0.0,na,na
1389, Humana Inc ,62,0.0,0.0,na,na
1390, Huntington Bancshares Inc/OH ,34,0.0,0.0,na,HBANO
1391, Huntington Ingalls Industries Inc ,16,0.0,0.0,na,na
1392, Huntsman Corp ,20,0.0,0.0,na,na
1393, Husky Energy Inc ,31,0.0,0.0,na,na
1394, Husqvarna AB ,28,0.0,1.0,Sweden,na
1395, Hyatt Hotels Corp ,20,0.0,0.0,na,na
1396, Hydro One Ltd ,17,0.0,0.0,na,na
1397, Hypera SA ,9,0.0,0.0,na,na
1398, Hyprop Investments Ltd ,26,0.0,0.0,na,na
1399, Hysan Development Co Ltd ,26,0.0,0.0,na,na
1400, Hyundai Construction Equipment Co Ltd ,2,0.0,0.0,na,na
